"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0Z150","2020-02-11 07:00:00","27.000","217.000","2.900","14.000","0.980","1022.200","","0.000","-99.000","-99.000","-99.000","16.100","","14.000",""
"C0W170","2020-02-11 07:00:00","42.000","13.000","6.800","12.200","0.810","1017.300","","0.000","-99.000","-99.000","-99.000","12.500","","12.000",""
"C0E540","2020-02-11 07:00:00","32.000","39.000","0.800","16.400","0.930","1019.300","","0.000","-99.000","-99.000","-99.000","16.600","","15.200",""
"C0D660","2020-02-11 07:00:00","65.000","0.000","0.000","16.400","0.900","1015.200","","0.000","-99.000","-99.000","-99.000","16.700","","15.600",""
"C0U650","2020-02-11 07:00:00","442.000","258.000","1.100","13.900","0.780","973.100","","0.000","-99.000","-99.000","-99.000","13.900","","12.600",""
"C0G810","2020-02-11 07:00:00","26.000","0.000","0.100","16.900","0.930","1018.400","","0.000","-99.000","-99.000","-99.000","17.200","","16.900",""
"C0F9Z0","2020-02-11 07:00:00","3193.000","285.000","2.300","6.200","0.450","698.800","","0.000","8.700","288.000","","6.200","","4.200",""
"C0M410","2020-02-11 07:00:00","245.000","326.000","1.200","16.100","0.860","989.800","","0.000","-99.000","-99.000","-99.000","16.500","","16.000",""
"C0Z190","2020-02-11 07:00:00","62.000","310.000","3.800","17.500","0.720","1017.200","","0.000","-99.000","-99.000","-99.000","17.800","","16.400",""
"C0Z020","2020-02-11 07:00:00","211.000","334.000","0.700","13.000","0.990","999.900","","0.000","-99.000","-99.000","-99.000","15.200","","13.000",""
"C0I380","2020-02-11 07:00:00","258.000","0.000","0.200","16.100","0.900","991.300","","0.000","-99.000","-99.000","-99.000","16.900","","14.000",""
"C0D560","2020-02-11 07:00:00","147.000","0.000","0.000","15.600","0.890","1006.000","","0.000","-99.000","-99.000","-99.000","15.800","","14.500",""
"C0Z220","2020-02-11 07:00:00","589.000","255.000","1.500","12.100","0.900","958.000","","0.000","-99.000","-99.000","-99.000","12.300","","11.200",""
"C0R220","2020-02-11 07:00:00","23.000","53.000","1.200","16.300","1.000","1019.900","","0.000","-99.000","-99.000","-99.000","18.300","","16.300",""
"C0A870","2020-02-11 07:00:00","685.000","176.000","2.400","14.300","0.820","942.400","","0.000","-99.000","-99.000","-99.000","15.200","","12.500",""
"C0V670","2020-02-11 07:00:00","20.000","349.000","1.000","17.800","0.810","1019.700","","0.000","-99.000","-99.000","-99.000","18.600","","17.800",""
"C0G770","2020-02-11 07:00:00","15.000","42.000","0.900","17.100","0.910","1019.900","","0.000","-99.000","-99.000","-99.000","17.400","","16.900",""
"C0C540","2020-02-11 07:00:00","46.000","219.000","1.000","16.600","0.850","1017.300","","0.000","-99.000","-99.000","-99.000","16.700","","15.400",""
"C0F9O0","2020-02-11 07:00:00","175.000","104.000","0.300","16.600","1.000","1001.000","","0.000","-99.000","-99.000","-99.000","16.900","","15.700",""
"C0Z230","2020-02-11 07:00:00","31.000","311.000","5.200","16.600","0.630","1021.600","","0.000","11.900","309.000","","17.100","","16.000",""
"C0U900","2020-02-11 07:00:00","63.000","212.000","1.900","14.800","0.850","1017.800","","0.000","-99.000","-99.000","-99.000","15.200","","14.300",""
"C0X200","2020-02-11 07:00:00","61.000","0.000","0.000","15.500","0.990","1014.800","","0.000","-99.000","-99.000","-99.000","16.000","","14.700",""
"C0Z080","2020-02-11 07:00:00","298.000","184.000","0.800","12.500","0.990","989.900","","0.000","-99.000","-99.000","-99.000","13.700","","12.200",""
"C0U770","2020-02-11 07:00:00","5.000","346.000","4.400","15.800","0.770","1024.100","","0.000","-99.000","-99.000","-99.000","16.300","","14.600",""
"C0Z210","2020-02-11 07:00:00","126.000","0.000","0.000","12.100","0.990","1011.900","","0.000","-99.000","-99.000","-99.000","14.600","","11.800",""
"C0V690","2020-02-11 07:00:00","30.000","51.000","1.200","19.100","0.770","1019.600","","0.000","-99.000","-99.000","-99.000","19.300","","18.600",""
"C0M690","2020-02-11 07:00:00","33.000","46.000","0.700","16.200","0.940","1017.400","","0.000","-99.000","-99.000","-99.000","16.400","","15.700",""
"C0R440","2020-02-11 07:00:00","1654.000","84.000","7.500","6.800","1.000","839.100","","0.500","13.400","100.000","","6.900","","6.600",""
"C0F970","2020-02-11 07:00:00","145.000","100.000","1.500","16.600","0.820","1004.100","","0.000","-99.000","-99.000","-99.000","16.700","","15.500",""
"C0C490","2020-02-11 07:00:00","157.000","0.000","0.000","15.800","0.900","1004.200","","0.000","-99.000","-99.000","-99.000","16.100","","13.700",""
"C0X160","2020-02-11 07:00:00","26.000","49.000","1.000","17.300","1.000","1019.700","","0.000","-99.000","-99.000","-99.000","18.400","","17.200",""
"C0S760","2020-02-11 07:00:00","1621.000","172.000","1.000","6.900","1.000","845.800","","0.000","-99.000","-99.000","-99.000","7.000","","6.700",""
"C0O830","2020-02-11 07:00:00","127.000","0.000","0.200","16.300","0.990","1007.800","","0.000","-99.000","-99.000","-99.000","16.800","","16.100",""
"C0A9A0","2020-02-11 07:00:00","24.000","0.000","0.000","16.800","0.750","1020.300","","0.000","-99.000","-99.000","-99.000","18.300","","16.400",""
"C0AD50","2020-02-11 07:00:00","84.000","0.000","0.000","15.200","1.000","1013.600","","0.000","-99.000","-99.000","-99.000","15.200","","14.200",""
"C0G620","2020-02-11 07:00:00","110.000","254.000","1.000","14.800","0.990","1008.600","","0.000","-99.000","-99.000","-99.000","15.300","","14.100",""
"C0V310","2020-02-11 07:00:00","46.000","0.000","0.100","18.000","0.830","1016.000","","0.000","-99.000","-99.000","-99.000","18.700","","18.000",""
"C0X110","2020-02-11 07:00:00","20.000","0.000","0.100","17.800","0.940","1020.400","","0.000","-99.000","-99.000","-99.000","18.400","","17.600",""
"C0S980","2020-02-11 07:00:00","901.000","339.000","0.500","12.200","0.990","922.100","","0.000","-99.000","-99.000","-99.000","12.200","","11.400",""
"C0R320","2020-02-11 07:00:00","7.000","85.000","3.500","19.200","0.730","1021.700","","0.000","-99.000","-99.000","-99.000","19.200","","18.000",""
"C0O860","2020-02-11 07:00:00","38.000","0.000","0.000","16.800","0.990","1017.100","","0.000","-99.000","-99.000","-99.000","17.400","","16.200",""
"C0U950","2020-02-11 07:00:00","1012.000","162.000","6.300","10.600","0.940","910.300","","0.000","-99.000","-99.000","-99.000","10.600","","9.800",""
"C0R260","2020-02-11 07:00:00","76.000","82.000","0.400","17.500","0.820","1013.100","","0.000","-99.000","-99.000","-99.000","17.500","","16.100",""
"C0G880","2020-02-11 07:00:00","92.000","90.000","1.200","16.600","0.950","1010.700","","0.000","-99.000","-99.000","-99.000","16.800","","15.900",""
"C0R520","2020-02-11 07:00:00","18.000","69.000","0.400","17.200","0.900","1020.300","","0.000","-99.000","-99.000","-99.000","18.400","","16.900",""
"C0O810","2020-02-11 07:00:00","161.000","0.000","0.000","17.100","0.990","1004.500","","0.000","-99.000","-99.000","-99.000","17.300","","16.900",""
"C0E790","2020-02-11 07:00:00","344.000","98.000","2.000","15.400","0.990","981.800","","0.000","-99.000","-99.000","-99.000","15.500","","14.300",""
"C0F9Y0","2020-02-11 07:00:00","3313.000","241.000","3.900","4.600","0.530","688.900","","0.000","9.700","229.000","","4.600","","2.800",""
"C0S930","2020-02-11 07:00:00","248.000","0.000","0.200","14.900","0.940","996.500","","0.000","-99.000","-99.000","-99.000","15.600","","14.900",""
"C0M770","2020-02-11 07:00:00","164.000","40.000","0.400","15.300","0.990","1002.400","","0.000","-99.000","-99.000","-99.000","16.300","","15.300",""
"C0R470","2020-02-11 07:00:00","103.000","0.000","0.200","17.900","0.910","1010.800","","0.000","-99.000","-99.000","-99.000","19.000","","17.600",""
"C0W120","2020-02-11 07:00:00","58.000","-99.000","-99.000","16.200","0.890","1015.600","","0.000","-99.000","-99.000","-99.000","16.200","","15.500",""
"C0V350","2020-02-11 07:00:00","36.000","272.000","0.900","15.600","0.940","1019.400","","0.000","-99.000","-99.000","-99.000","17.500","","15.200",""
"CM0160","2020-02-11 07:00:00","159.000","152.000","0.500","14.600","0.920","1005.000","","0.000","-99.000","-99.000","-99.000","15.000","","14.400",""
"C0V500","2020-02-11 07:00:00","6.000","35.000","0.800","18.900","0.770","1019.900","","0.000","-99.000","-99.000","-99.000","19.600","","18.700",""
"C0SA30","2020-02-11 07:00:00","92.000","286.000","1.800","18.700","0.680","1014.700","","0.000","-99.000","-99.000","-99.000","18.700","","17.600",""
"C0U710","2020-02-11 07:00:00","1942.000","88.000","0.800","4.800","0.990","812.500","","0.000","-99.000","-99.000","-99.000","9.600","","4.500",""
"C0Z100","2020-02-11 07:00:00","36.000","0.000","0.200","14.000","0.940","1022.100","","0.000","-99.000","-99.000","-99.000","16.100","","13.800",""
"C0Z170","2020-02-11 07:00:00","199.000","263.000","0.500","13.200","0.980","1004.000","","0.000","-99.000","-99.000","-99.000","15.500","","12.900",""
"C0K430","2020-02-11 07:00:00","30.000","38.000","1.300","15.700","0.990","1019.400","","0.000","-99.000","-99.000","-99.000","15.900","","15.300",""
"C0S960","2020-02-11 07:00:00","32.000","299.000","2.200","18.800","0.700","1020.300","","0.000","-99.000","-99.000","-99.000","18.900","","18.200",""
"C0T9M0","2020-02-11 07:00:00","92.000","296.000","3.100","16.100","0.830","1015.700","","0.000","-99.000","-99.000","-99.000","16.500","","15.500",""
"C0AI00","2020-02-11 07:00:00","188.000","0.000","0.000","15.600","0.810","1001.800","","0.000","-99.000","-99.000","-99.000","15.700","","15.100",""
"C0AC40","2020-02-11 07:00:00","1079.000","211.000","2.200","10.900","0.880","900.200","","0.000","-99.000","-99.000","-99.000","10.900","","9.400",""
"C0F9M0","2020-02-11 07:00:00","230.000","122.000","1.200","16.300","0.840","994.800","","0.000","-99.000","-99.000","-99.000","16.300","","15.000",""
"C0A930","2020-02-11 07:00:00","216.000","315.000","0.400","15.200","0.860","996.000","","0.000","-99.000","-99.000","-99.000","17.500","","12.400",""
"C0A640","2020-02-11 07:00:00","241.000","0.000","0.100","15.000","0.790","996.900","","0.000","-99.000","-99.000","-99.000","16.500","","14.600",""
"C0I420","2020-02-11 07:00:00","305.000","0.000","0.000","14.900","0.890","986.900","","0.000","-99.000","-99.000","-99.000","15.200","","14.100",""
"C0R170","2020-02-11 07:00:00","26.000","0.000","0.000","15.900","1.000","1019.500","","0.000","-99.000","-99.000","-99.000","18.500","","15.500",""
"C0M530","2020-02-11 07:00:00","1385.000","0.000","0.000","10.100","0.990","873.800","","0.000","-99.000","-99.000","-99.000","10.700","","10.100",""
"C0H960","2020-02-11 07:00:00","120.000","169.000","0.700","16.200","1.000","1006.900","","0.000","-99.000","-99.000","-99.000","16.400","","15.400",""
"C0V620","2020-02-11 07:00:00","18.000","32.000","0.500","16.700","0.880","1020.300","","0.000","-99.000","-99.000","-99.000","17.700","","16.500",""
"C0X280","2020-02-11 07:00:00","22.000","75.000","1.400","15.900","0.920","1019.800","","0.000","-99.000","-99.000","-99.000","16.400","","15.800",""
"C0AH40","2020-02-11 07:00:00","426.000","342.000","1.100","15.600","0.830","972.500","","0.000","-99.000","-99.000","-99.000","16.100","","14.300",""
"C0T9A0","2020-02-11 07:00:00","498.000","218.000","1.100","13.200","0.830","967.300","","0.000","-99.000","-99.000","-99.000","13.600","","12.700",""
"C0U600","2020-02-11 07:00:00","10.000","0.000","0.200","15.100","0.990","1022.100","","0.000","-99.000","-99.000","-99.000","15.700","","13.900",""
"C0A560","2020-02-11 07:00:00","405.000","0.000","0.000","9.700","1.000","977.300","","0.000","-99.000","-99.000","-99.000","10.300","","9.000",""
"C0X190","2020-02-11 07:00:00","10.000","17.000","1.400","16.900","0.910","1021.100","","0.000","-99.000","-99.000","-99.000","17.500","","16.700",""
"C0S950","2020-02-11 07:00:00","415.000","239.000","2.300","14.300","0.900","976.500","","0.000","-99.000","-99.000","-99.000","15.000","","14.300",""
"C0A880","2020-02-11 07:00:00","6.000","180.000","2.800","18.800","0.660","-99.000","","0.000","-99.000","-99.000","-99.000","18.800","","16.200",""
"C0I530","2020-02-11 07:00:00","3014.000","-99.000","-99.000","4.100","0.710","704.800","","0.000","-99.000","-99.000","-99.000","5.200","","3.500",""
"C0M670","2020-02-11 07:00:00","43.000","34.000","1.100","16.100","0.920","1016.400","","0.000","-99.000","-99.000","-99.000","16.800","","16.000",""
"C0Z061","2020-02-11 07:00:00","174.000","79.000","0.300","12.900","0.990","1008.500","","0.000","-99.000","-99.000","-99.000","15.200","","12.800",""
"C0M730","2020-02-11 07:00:00","40.000","0.000","0.000","16.900","0.860","1016.600","","0.000","-99.000","-99.000","-99.000","18.100","","16.700",""
"C0U750","2020-02-11 07:00:00","398.000","193.000","3.700","15.200","0.790","976.800","","0.000","-99.000","-99.000","-99.000","15.400","","14.600",""
"C0A650","2020-02-11 07:00:00","287.000","0.000","0.000","12.200","0.990","989.700","","0.000","-99.000","-99.000","-99.000","15.200","","11.900",""
"C0K400","2020-02-11 07:00:00","65.000","34.000","0.600","15.800","0.990","1014.800","","0.000","-99.000","-99.000","-99.000","16.200","","14.900",""
"C0I370","2020-02-11 07:00:00","671.000","304.000","1.000","13.300","0.930","946.500","","0.000","-99.000","-99.000","-99.000","14.300","","13.200",""
"C0S750","2020-02-11 07:00:00","2280.000","262.000","1.200","7.100","0.800","778.300","","0.000","-99.000","-99.000","-99.000","7.100","","5.500",""
"C0R650","2020-02-11 07:00:00","29.000","0.000","0.000","16.900","0.990","1020.000","","0.000","-99.000","-99.000","-99.000","18.200","","16.300",""
"C0E740","2020-02-11 07:00:00","27.000","0.000","0.000","16.000","1.000","1013.900","","0.000","-99.000","-99.000","-99.000","16.100","","13.600",""
"C0AI20","2020-02-11 07:00:00","25.000","173.000","1.300","-99.000","-99.000","1020.300","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0E550","2020-02-11 07:00:00","84.000","0.000","0.200","15.500","0.990","1013.400","","0.000","-99.000","-99.000","-99.000","15.700","","13.700",""
"C0X060","2020-02-11 07:00:00","19.000","47.000","0.800","16.100","0.940","1021.500","","0.000","-99.000","-99.000","-99.000","16.200","","14.700",""
"C0R510","2020-02-11 07:00:00","31.000","79.000","0.700","17.500","0.870","1019.000","","0.000","-99.000","-99.000","-99.000","18.900","","17.300",""
"C0AC60","2020-02-11 07:00:00","55.000","0.000","0.100","15.100","0.990","1016.700","","0.000","-99.000","-99.000","-99.000","15.100","","14.200",""
"C0UA70","2020-02-11 07:00:00","547.000","178.000","2.900","14.000","0.910","961.200","","0.000","-99.000","-99.000","-99.000","14.100","","13.300",""
"C0G740","2020-02-11 07:00:00","24.000","21.000","0.400","16.000","0.920","1019.300","","0.000","-99.000","-99.000","-99.000","16.300","","15.900",""
"C0F9N0","2020-02-11 07:00:00","75.000","105.000","1.000","17.100","0.870","1013.000","","0.000","-99.000","-99.000","-99.000","17.600","","16.500",""
"C0F9T0","2020-02-11 07:00:00","111.000","92.000","1.100","16.700","0.920","1008.100","","0.000","-99.000","-99.000","-99.000","16.800","","16.200",""
"C0S710","2020-02-11 07:00:00","382.000","348.000","1.200","13.300","0.920","981.700","","0.000","-99.000","-99.000","-99.000","13.800","","13.100",""
"C0M680","2020-02-11 07:00:00","37.000","38.000","0.600","15.900","0.980","1019.200","","0.000","-99.000","-99.000","-99.000","16.100","","15.500",""
"C0X220","2020-02-11 07:00:00","26.000","73.000","0.900","15.600","0.920","1018.900","","0.000","-99.000","-99.000","-99.000","16.400","","15.500",""
"C0R560","2020-02-11 07:00:00","22.000","7.000","0.300","17.500","0.860","1020.100","","0.000","-99.000","-99.000","-99.000","18.300","","17.000",""
"C0F9P0","2020-02-11 07:00:00","26.000","33.000","1.800","16.800","0.970","1019.900","","0.000","-99.000","-99.000","-99.000","17.000","","16.800",""
"C0O970","2020-02-11 07:00:00","71.000","0.000","0.000","15.700","0.960","1014.500","","0.000","-99.000","-99.000","-99.000","16.200","","14.800",""
"C0F0B0","2020-02-11 07:00:00","311.000","90.000","2.000","15.100","0.910","986.100","","0.000","-99.000","-99.000","-99.000","15.400","","13.800",""
"C0R700","2020-02-11 07:00:00","19.000","64.000","5.500","20.400","0.620","1020.300","","0.000","12.900","109.000","","20.400","","19.600",""
"C0R620","2020-02-11 07:00:00","34.000","74.000","3.000","21.200","0.680","1019.400","","0.000","8.300","67.000","","21.200","","20.200",""
"C0C660","2020-02-11 07:00:00","176.000","313.000","0.900","15.600","0.930","1002.400","","0.000","-99.000","-99.000","-99.000","16.300","","14.700",""
"C0SA10","2020-02-11 07:00:00","411.000","310.000","1.500","15.600","0.790","977.500","","0.000","-99.000","-99.000","-99.000","15.900","","14.500",""
"C0M740","2020-02-11 07:00:00","15.000","66.000","0.400","15.600","0.950","1019.300","","0.000","-99.000","-99.000","-99.000","15.800","","15.300",""
"C0K460","2020-02-11 07:00:00","60.000","48.000","2.100","15.900","0.960","1013.800","","0.000","-99.000","-99.000","-99.000","16.400","","15.600",""
"C0X100","2020-02-11 07:00:00","10.000","348.000","0.800","17.500","1.000","1019.500","","0.000","-99.000","-99.000","-99.000","17.800","","17.200",""
"C0K560","2020-02-11 07:00:00","117.000","106.000","0.500","15.100","0.930","1008.900","","0.000","-99.000","-99.000","-99.000","15.700","","13.900",""
